business_name	business_address	business_city	business_state	business_postal_code	business_latitude	business_longitude	business_phone_number	inspection_id	inspection_date	inspection_score	inspection_type	violation_id	violation_description	risk_category
Manila Bowl	1355 Market St Unit #10	San Francisco	CA	94103				89710_20170202	2017-02-02		New Construction			
Taco Bell	7 Drumm St	San Francisco	CA	94111	37.793874	-122.396464		5136_20170710	2017-07-10	94.0	Routine - Unscheduled	5136_20170710_103150	Improper or defective plumbing	Low Risk
Home Plate	2274 Lombard St	San Francisco	CA	94123				79414_20180111	2017-01-11	81.0	Routine - Unscheduled	79414_20180111_103114	High risk vermin infestation	High Risk
House of Thai Restaurant	901 LARKIN ST	San Francisco	CA	94109	37.786119	-122.418182		64161_20160229	2017-02-28	81.0	Routine - Unscheduled	64161_20160229_103105	Improper cooling methods	High Risk
Hana Zen Sushi & Yakitori Bar	Pier 39  Space M209	San Francisco	CA	94133	37.8082581811327	-122.410189		63755_20161018	2017-10-18		Reinspection/Followup			
Shabu Club	951 Clement St	San Francisco	CA	94118				71999_20150407	2017-04-07		Complaint			
Chutney USA, Inc.	511 Jones St	San Francisco	CA	94102	37.786044	-122.413054		71065_20171211	2017-12-11	89.0	Routine - Unscheduled	71065_20171211_103142	Unclean nonfood contact surfaces	Low Risk
The Organic Coup	101 Spear St  B-5	San Francisco	CA	94105			+14155365857	86921_20170706	2017-07-06	96.0	Routine - Unscheduled	86921_20170706_103161	Low risk vermin infestation	Low Risk
TEN ICHI RESTAURANT	2235 FILLMORE St	San Francisco	CA	94115	37.790333	-122.434144		326_20170519	2017-05-19		New Construction			
New Cheung Hing Restaurant LLC.	2339 Noriega St	San Francisco	CA	94122			+14155815528	77564_20160503	2017-05-03	73.0	Routine - Unscheduled	77564_20160503_103109	Unclean or unsanitary food contact surfaces	High Risk
Jamie Supermarket	1135 Stockton St	San Francisco	CA	94133	37.796303	-122.408354		6739_20170828	2017-08-28	84.0	Routine - Unscheduled	6739_20170828_103142	Unclean nonfood contact surfaces	Low Risk
Peet's Coffee & Tea	450 Sansome St Suite #1	San Francisco	CA	94111	37.794617	-122.401316		39025_20170906	2017-09-06	98.0	Routine - Unscheduled	39025_20170906_103142	Unclean nonfood contact surfaces	Low Risk
Umami Burger	242 King St	San Francisco	CA	94107				75468_20161220	2017-12-20		Reinspection/Followup			
Isobune Sushi SF	1737 Post St #355	San Francisco	CA	94115	37.785457	-122.430317		64630_20151119	2017-11-19		Reinspection/Followup			
San Vicente Restaurant	4423 Mission	San Francisco	CA	94112				87148_20161018	2017-10-18	77.0	Routine - Unscheduled	87148_20161018_103133	Foods not protected from contamination	Moderate Risk
The Broken Record	1166 Geneva Ave	San Francisco	CA	94112	37.71444	-122.436835		34102_20171212	2017-12-12	88.0	Routine - Unscheduled	34102_20171212_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Domino's 8134	320 Bayshore Blvd	San Francisco	CA	94124			+14155648400	85927_20170814	2017-08-14	86.0	Routine - Unscheduled	85927_20170814_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Pad Thai Restaurant	3259 MISSION St	San Francisco	CA	94110	37.744722	-122.420435		61697_20150811	2017-08-11	83.0	Routine - Unscheduled	61697_20150811_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Grandeho's Kamekyo II	2721 Hyde St	San Francisco	CA	94109	37.806153	-122.420474		2807_20160811	2017-08-11	81.0	Routine - Unscheduled	2807_20160811_103103	High risk food holding temperature	High Risk
SOTA (SCHOOL OF THE ARTS)	555 Portola Dr	San Francisco	CA	94131	37.745674	-122.45085	+14155695700	5855_20180227	2017-02-27	100.0	Routine - Unscheduled			
MARTHA & BROS COFFEE CO	745 CORTLAND Ave	San Francisco	CA	94110	37.738927	-122.414757	+14155647779	2632_20170309	2017-03-09	94.0	Routine - Unscheduled	2632_20170309_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Cordova Market	301 ROLPH St	San Francisco	CA	94112	37.7135119767418	-122.436347		65350_20170304	2017-03-04		Non-inspection site visit			
ABSINTHE PASTRY	201 IVY St	San Francisco	CA	94102	37.777492	-122.421458		3642_20170510	2017-05-10	92.0	Routine - Unscheduled	3642_20170510_103154	Unclean or degraded floors walls or ceilings	Low Risk
Al's Place	1499 Valencia St	San Francisco	CA	94110			+14155605186	80669_20160324	2017-03-24	88.0	Routine - Unscheduled	80669_20160324_103157	Food safety certificate or food handler card not available	Low Risk
What's Up Dog! Folsom Street	699 Folsom St	San Francisco	CA	94107	37.783772	-122.398875		61923_20150630	2017-06-30	84.0	Routine - Unscheduled	61923_20150630_103129	Insufficient hot water or running water	Moderate Risk
Hakka Restaurant	4401 A Cabrillo St Suite A	San Francisco	CA	94121			+14155876898	75139_20160713	2017-07-13	62.0	Routine - Unscheduled	75139_20160713_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Wonderland Restaurant	500 Haight St	San Francisco	CA	94117	37.772097	-122.430804		69392_20170913	2017-09-13	84.0	Routine - Unscheduled	69392_20170913_103154	Unclean or degraded floors walls or ceilings	Low Risk
Dar Bar Pakistani/Indian Cusine	1412 Polk St	San Francisco	CA	94109	37.789784	-122.420455		1757_20160204	2017-02-04	76.0	Routine - Unscheduled	1757_20160204_103114	High risk vermin infestation	High Risk
BOSTON MARKET	2300 16th St	San Francisco	CA	94103	37.765708	-122.409002	+14155867666	3920_20170316	2017-03-16		Reinspection/Followup			
Alexander's Steakhouse	448 BRANNAN St	San Francisco	CA	94107	37.779153	-122.395569		63191_20180312	2017-03-12	84.0	Routine - Unscheduled	63191_20180312_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
PANCHO'S	3440 GEARY Blvd	San Francisco	CA	94118	37.781507	-122.456176		1199_20160414	2017-04-14	90.0	Routine - Unscheduled	1199_20160414_103154	Unclean or degraded floors walls or ceilings	Low Risk
New Alternatives	1600 GUERRERO St	San Francisco	CA	94110	37.745437	-122.422345		64881_20170224	2017-02-24	94.0	Routine - Unscheduled	64881_20170224_103154	Unclean or degraded floors walls or ceilings	Low Risk
Wonglee LLC	732 Jackson St	San Francisco	CA	94133				67262_20170706	2017-07-06	84.0	Routine - Unscheduled	67262_20170706_103120	Moderate risk food holding temperature	Moderate Risk
COVE CAFE	434 CASTRO St	San Francisco	CA	94114	37.761918	-122.435135	+14155620462	3825_20170717	2017-07-17	87.0	Routine - Unscheduled	3825_20170717_103154	Unclean or degraded floors walls or ceilings	Low Risk
Starbucks	865 Market St C26	San Francisco	CA	94103	37.784317	-122.407563	+14155604908	19416_20160629	2017-06-29	94.0	Routine - Unscheduled	19416_20160629_103154	Unclean or degraded floors walls or ceilings	Low Risk
VALENCIA FARMER'S MARKET	1299 VALENCIA St	San Francisco	CA	94110	37.752162	-122.420585	+14155286863	7087_20180308	2017-03-08	87.0	Routine - Unscheduled	7087_20180308_103139	Improper food storage	Low Risk
Premier Catering & Events, Inc.	1255 22nd St	San Francisco	CA	94107			+14155530288	69186_20180228	2017-02-28		Reinspection/Followup			
Cafe Venue Fremont	215 Fremont St	San Francisco	CA	94105	37.788864	-122.394613		38201_20170321	2017-03-21		Non-inspection site visit			
Koja Kitchen Truck	Off The Grid	San Francisco	CA					81789_20160528	2017-05-28	96.0	Routine - Unscheduled	81789_20160528_103120	Moderate risk food holding temperature	Moderate Risk
7 Eleven #2366-36039A	644 Mission St	San Francisco	CA	94105			+14155610309	71534_20180209	2017-02-09		Reinspection/Followup			
Jiang Ling Cuisine Restaurant	2517 SAN BRUNO Ave	San Francisco	CA	94134	37.729985	-122.404526		68872_20161110	2017-11-10		Non-inspection site visit			
TAQUERIA CAN-CUN	2288 MISSION St	San Francisco	CA	94110	37.760487	-122.419285	+14155259560	2315_20171106	2017-11-06	80.0	Routine - Unscheduled	2315_20171106_103114	High risk vermin infestation	High Risk
Ristorante Milano	1448 Pacific Ave	San Francisco	CA	94109	37.795398	-122.419044		65833_20160513	2017-05-13	96.0	Routine - Unscheduled	65833_20160513_103157	Food safety certificate or food handler card not available	Low Risk
KENNY'S RESTAURANT	518 South Van Ness Ave	San Francisco	CA	94110	37.764851	-122.417529	+14155628901	2453_20151208	2017-12-08	67.0	Routine - Unscheduled	2453_20151208_103161	Low risk vermin infestation	Low Risk
CHINA EXPRESS	2798 MISSION St	San Francisco	CA	94110	37.752408	-122.418535	+14155640881	2357_20170602	2017-06-02		Complaint	2357_20170602_103133	Foods not protected from contamination	Moderate Risk
Sun Rise Deli	54 02nd St	San Francisco	CA	94105	37.788544	-122.400591		60208_20150506	2017-05-06	79.0	Routine - Unscheduled	60208_20150506_103105	Improper cooling methods	High Risk
Western Donut	2034 Mission St	San Francisco	CA	94110				90525_20180220	2017-02-20	81.0	Routine - Unscheduled	90525_20180220_103142	Unclean nonfood contact surfaces	Low Risk
DAVIES MEDICAL CENTER	045 CASTRO St	San Francisco	CA	94114			+14155566000	5973_20151204	2017-12-04	90.0	Routine - Unscheduled	5973_20151204_103145	Improper storage of equipment utensils or linens	Low Risk
La Espiga De Oro	2916 24th St	San Francisco	CA	94110	37.752768	-122.410392		66900_20171107	2017-11-07		Reinspection/Followup			
DAY DARMET CATERING	1068 Revere Ave	San Francisco	CA	94124	37.72608	-122.380207		5252_20170123	2017-01-23	84.0	Routine - Unscheduled	5252_20170123_103108	Contaminated or adulterated food	High Risk
Bund Shanghai Restaurant	640 Jackson St	San Francisco	CA	94133			+14155980618	83424_20170126	2017-01-26		Reinspection/Followup			
Pacific Union Club	1000 California St	San Francisco	CA	94108	37.791788	-122.411324		3498_20160516	2017-05-16	94.0	Routine - Unscheduled	3498_20160516_103142	Unclean nonfood contact surfaces	Low Risk
CHOUQUET'S	2500 WASHINGTON St	San Francisco	CA	94115	37.791607	-122.434563		1526_20150626	2017-06-26		Complaint			
Blackwood Thai Cuisine	2150 CHESTNUT St	San Francisco	CA	94123	37.800508	-122.438824		68331_20171103	2017-11-03	88.0	Routine - Unscheduled	68331_20171103_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Martha & Bros. Coffee Co	401 Irving St	San Francisco	CA	94122			+14155744662	81704_20170828	2017-08-28	85.0	Routine - Unscheduled	81704_20170828_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Iza Ramen	1155 Folsom St	San Francisco	CA	94103				90221_20171004	2017-10-04		Reinspection/Followup			
Wang Dae Bak	2642  Ave	San Francisco	CA	94132			+14155679248	81540_20160323	2017-03-23		Complaint	81540_20160323_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
PACIFIC SUPER MARKET	2900 ALEMANY Blvd	San Francisco	CA	94112	37.712148	-122.452076	+14155331628	7643_20170309	2017-03-09	67.0	Routine - Unscheduled	7643_20170309_103114	High risk vermin infestation	High Risk
RADIO HABANA	1109 VALENCIA St	San Francisco	CA	94110	37.755124	-122.420916	+14155827659	184_20180213	2017-02-13	90.0	Routine - Unscheduled	184_20180213_103131	Moderate risk vermin infestation	Moderate Risk
Ilobasco Restaurant & Pupuseria	2680 San Bruno Ave	San Francisco	CA	94134	37.727898	-122.403751		38202_20170912	2017-09-12	76.0	Routine - Unscheduled	38202_20170912_103109	Unclean or unsanitary food contact surfaces	High Risk
Peet's Coffee and Tea	3251 20th Ave P182	San Francisco	CA	94132			+14155218380	72159_20160422	2017-04-22	90.0	Routine - Unscheduled	72159_20160422_103154	Unclean or degraded floors walls or ceilings	Low Risk
CRABSTERS	2800 Leavenworth St	San Francisco	CA	94133				89787_20180228	2017-02-28	98.0	Routine - Unscheduled	89787_20180228_103150	Improper or defective plumbing	Low Risk
Kung Food	1615 Mcallister St	San Francisco	CA	94117			+14155686688	82022_20150428	2017-04-28	82.0	Routine - Unscheduled	82022_20150428_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
MANIVANH THAI RESTAURANT	2732 24th St	San Francisco	CA	94110	37.752968	-122.407062		2418_20171113	2017-11-13	80.0	Routine - Unscheduled	2418_20171113_103157	Food safety certificate or food handler card not available	Low Risk
CAFFE' ROMA	885 Bryant St	San Francisco	CA	94103	37.774677	-122.404222	+14155297662	2737_20170801	2017-08-01		Reinspection/Followup			
Hong Kong Lounge	5322 Geary Blvd	San Francisco	CA	94121	37.780538	-122.476632		70996_20160223	2017-02-23		Complaint			
The Aventine	582 Washington St	San Francisco	CA	94111	37.795588	-122.403022		39076_20160212	2017-02-12		Reinspection/Followup	39076_20160212_103120	Moderate risk food holding temperature	Moderate Risk
THE CITRUS CLUB	1790 HAIGHT St	San Francisco	CA	94117	37.769428	-122.451604	+14155759656	2325_20151113	2017-11-13	70.0	Routine - Unscheduled	2325_20151113_103105	Improper cooling methods	High Risk
BARBARY COAST PASTRY & COFFEE	55 Cyril Magnin St	San Francisco	CA	94102	37.784965	-122.408614		695_20180112	2017-01-12	96.0	Routine - Unscheduled	695_20180112_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Sushi Avenue Inc	1515 Sloat Blvd	San Francisco	CA	94132			+14151297000	68974_20170601	2017-06-01		Reinspection/Followup			
Super Duper	721 MARKET St	San Francisco	CA	94103	37.787097	-122.404122		65860_20170921	2017-09-21	87.0	Routine - Unscheduled	65860_20170921_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Mango's Taqueria & Cantina	Pier 39  P-214-A2,3,4	San Francisco	CA	94133				69750_20160810	2017-08-10	77.0	Routine - Unscheduled	69750_20160810_103159	Worker safety hazards	Low Risk
Foodie	133 6th St	San Francisco	CA	94103			+14155721394	88239_20171213	2017-12-13	98.0	Routine - Unscheduled	88239_20171213_103138	Improper storage use or identification of toxic substances	Low Risk
MY FAVORITE CAFE	2110 CLEMENT St	San Francisco	CA	94121	37.782169	-122.481942		1973_20161013	2017-10-13	69.0	Routine - Unscheduled	1973_20161013_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Kam Po Kitchen	801 Broadway St	San Francisco	CA	94133	37.797223	-122.410513		835_20160613	2017-06-13	81.0	Routine - Unscheduled	835_20160613_103144	Unapproved or unmaintained equipment or utensils	Low Risk
SFSU STATION CAFE	1600 Holloway Ave	San Francisco	CA	94132	37.720851	-122.477084	+14155374525	5607_20150626	2017-06-26	77.0	Routine - Unscheduled	5607_20150626_103102	Unclean hands or improper use of gloves	High Risk
Elaine's Kitchen	434 Broadway St	San Francisco	CA	94133	37.798178	-122.404484		2004_20160602	2017-06-02	83.0	Routine - Unscheduled	2004_20160602_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Black Sands	701 Haight St	San Francisco	CA	94117			+14155535194	79121_20150618	2017-06-18		New Construction			
Chabaa Thai Cuisine INC.	2123 Irving Street	San Francisco	CA	94122	37.763359	-122.4806		69419_20170707	2017-07-07	77.0	Routine - Unscheduled	69419_20170707_103114	High risk vermin infestation	High Risk
Grain D'or	236 Clement St	San Francisco	CA	94118				77667_20180109	2017-01-09	89.0	Routine - Unscheduled	77667_20180109_103109	Unclean or unsanitary food contact surfaces	High Risk
SAI JAI THAI	771 O'FARRELL St	San Francisco	CA	94109	37.785182	-122.417409	+14155675774	1734_20150406	2017-04-06	86.0	Routine - Unscheduled	1734_20150406_103147	Inadequate ventilation or lighting	Low Risk
Lemongrass Thai Cuisine	2348 Polk St	San Francisco	CA	94109			+14155341818	87539_20180103	2017-01-03	92.0	Routine - Unscheduled	87539_20180103_103142	Unclean nonfood contact surfaces	Low Risk
McDonald's	1100 Fillmore St.	San Francisco	CA	94115				90427_20170510	2017-05-10		Reinspection/Followup			
Jayhoon Fedaiy	1035 Geary Blvd	San Francisco	CA	94109				76960_20161227	2017-12-27	82.0	Routine - Unscheduled	76960_20161227_103156	Permit license or inspection report not posted	Low Risk
Luen Fat Market	1135 Stockton St	San Francisco	CA	94133	37.796303	-122.408354		6962_20150625	2017-06-25	94.0	Routine - Unscheduled	6962_20150625_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
CAFFE DELLE STELLE	395 HAYES St	San Francisco	CA	94102	37.776863	-122.422679		2955_20160608	2017-06-08	75.0	Routine - Unscheduled	2955_20160608_103120	Moderate risk food holding temperature	Moderate Risk
Venga Empanadas	443 Valencia St	San Francisco	CA	94103	37.765834	-122.421926		65791_20161110	2017-11-10	86.0	Routine - Unscheduled	65791_20161110_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
MARTHA & BROS COFFEE CO	745 CORTLAND Ave	San Francisco	CA	94110	37.738927	-122.414757	+14155647779	2632_20170829	2017-08-29	87.0	Routine - Unscheduled	2632_20170829_103120	Moderate risk food holding temperature	Moderate Risk
Fog Harbor Fish House	Pier 39  Space A202	San Francisco	CA	94133	37.80824	-122.410189		3437_20171120	2017-11-20		Foodborne Illness Investigation	3437_20171120_103138	Improper storage use or identification of toxic substances	Low Risk
Goodfellas Pizzeria & Grill	377 Bay St Suite A	San Francisco	CA	94133			+14155391000	80940_20160815	2017-08-15	88.0	Routine - Unscheduled	80940_20160815_103154	Unclean or degraded floors walls or ceilings	Low Risk
NORM'S MARKET	2201 BRYANT St	San Francisco	CA	94110	37.759045	-122.409726	+14155643031	7664_20170914	2017-09-14	93.0	Routine - Unscheduled	7664_20170914_103114	High risk vermin infestation	High Risk
Lers Ros Thai Noodle	730 Larkin St	San Francisco	CA	94109	37.784741	-122.417754		69799_20171204	2017-12-04		Complaint	69799_20171204_103142	Unclean nonfood contact surfaces	Low Risk
MANIVANH THAI RESTAURANT	2732 24th St	San Francisco	CA	94110	37.752968	-122.407062		2418_20160705	2017-07-05	83.0	Routine - Unscheduled	2418_20160705_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Sunrise Deli	2115 Irving St	San Francisco	CA	94122	37.763383	-122.48075		1930_20170919	2017-09-19	88.0	Routine - Unscheduled	1930_20170919_103154	Unclean or degraded floors walls or ceilings	Low Risk
SUNFLOWER RESTAURANT	506 Valencia St	San Francisco	CA	94103	37.764678	-122.421905	+14155625023	1154_20161129	2017-11-29		Reinspection/Followup			
The Plant Cafe Organic	2335 03rd St	San Francisco	CA	94107				83520_20161123	2017-11-23	96.0	Routine - Unscheduled	83520_20161123_103133	Foods not protected from contamination	Moderate Risk
Mission Bowling Club	3176 17th St	San Francisco	CA	94110	37.763628	-122.416652		68394_20180301	2017-03-01	85.0	Routine - Unscheduled	68394_20180301_103131	Moderate risk vermin infestation	Moderate Risk
CHINA EXPRESS	2798 MISSION St	San Francisco	CA	94110	37.752408	-122.418535	+14155640881	2357_20171120	2017-11-20	70.0	Routine - Unscheduled	2357_20171120_103105	Improper cooling methods	High Risk
Shalimar Restaurant	532 Jones St	San Francisco	CA	94102				69665_20161118	2017-11-18	83.0	Routine - Unscheduled	69665_20161118_103145	Improper storage of equipment utensils or linens	Low Risk
Taylor St. Coffee Shop	375 Taylor St	San Francisco	CA	94102				80285_20180322	2017-03-22	84.0	Routine - Unscheduled	80285_20180322_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Cafe Pellegrini	659 Columbus Ave	San Francisco	CA	94133	37.800851	-122.411062		62362_20160909	2017-09-09	96.0	Routine - Unscheduled	62362_20160909_103154	Unclean or degraded floors walls or ceilings	Low Risk
Grand Hotpot Lounge Inc.	3565 Geary Blvd	San Francisco	CA	94118			+14155307082	73871_20150901	2017-09-01	80.0	Routine - Unscheduled	73871_20150901_103154	Unclean or degraded floors walls or ceilings	Low Risk
Wok This Way	560 balboa St	San Francisco	CA	94118				92438_20170925	2017-09-25	84.0	Routine - Unscheduled	92438_20170925_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Fillmore Bake Shop	1890 FILLMORE St	San Francisco	CA	94115	37.786951	-122.433362		64346_20160602	2017-06-02	87.0	Routine - Unscheduled	64346_20160602_103114	High risk vermin infestation	High Risk
Pagan Restaurant	3199 CLEMENT St	San Francisco	CA	94121	37.781558	-122.493393		36571_20161028	2017-10-28	74.0	Routine - Unscheduled	36571_20161028_103133	Foods not protected from contamination	Moderate Risk
Toast Eatery	1748 Church St	San Francisco	CA	94131			+14155284328	82196_20160304	2017-03-04	92.0	Routine - Unscheduled	82196_20160304_103120	Moderate risk food holding temperature	Moderate Risk
Hotel Via	138 King St, Suite B	San Francisco	CA	94107				91108_20170614	2017-06-14		New Construction			
Angkor Borei Restaurant	3471 MISSION St	San Francisco	CA	94110	37.741333	-122.422603		63576_20161220	2017-12-20	94.0	Routine - Unscheduled	63576_20161220_103142	Unclean nonfood contact surfaces	Low Risk
Little Sheep Mongolian Hot Pot	405 Mason St	San Francisco	CA	94102				76874_20161101	2017-11-01	74.0	Routine - Unscheduled	76874_20161101_103139	Improper food storage	Low Risk
El Paraiso	1198 Treat Ave	San Francisco	CA	94110				63286_20160613	2017-06-13	84.0	Routine - Unscheduled	63286_20160613_103157	Food safety certificate or food handler card not available	Low Risk
Mission Street Pantry	55 04th St 1/F	San Francisco	CA	94103	37.784964	-122.404752		30496_20171107	2017-11-07	92.0	Routine - Unscheduled	30496_20171107_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Alioto's	Foot of Taylor St #8	San Francisco	CA	94133	37.795202	-122.413169		3433_20160601	2017-06-01	86.0	Routine - Unscheduled	3433_20160601_103156	Permit license or inspection report not posted	Low Risk
La Loma Produce Nos. 3 & 9 Inc	5652 MISSION St	San Francisco	CA	94112	37.710685	-122.447907	+14155589254	61915_20170912	2017-09-12	87.0	Routine - Unscheduled	61915_20170912_103141	Improper food labeling or menu misrepresentation	Low Risk
Linea	3417 18th St	San Francisco	CA	94110			+14157479261	72020_20160330	2017-03-30	94.0	Routine - Unscheduled	72020_20160330_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Anzu To You	428 11th St	San Francisco	CA					82963_20170726	2017-07-26	85.0	Routine - Unscheduled	82963_20170726_103156	Permit license or inspection report not posted	Low Risk
HAAGEN-DAZS #561	865 MARKET St	San Francisco	CA	94103	37.784317	-122.407563	+14155891550	403_20160701	2017-07-01	81.0	Routine - Unscheduled	403_20160701_103103	High risk food holding temperature	High Risk
TFM Cafe	1353 Taraval St	San Francisco	CA	94116			+14150886154	84103_20160624	2017-06-24	90.0	Routine - Unscheduled	84103_20160624_103120	Moderate risk food holding temperature	Moderate Risk
The Devil's Acre	256 Columbus Ave	San Francisco	CA	94133				78347_20160520	2017-05-20	89.0	Routine - Unscheduled	78347_20160520_103109	Unclean or unsanitary food contact surfaces	High Risk
PACIFIC CAFE	7000 GEARY Blvd	San Francisco	CA	94121	37.779668	-122.494562		2282_20170920	2017-09-20	90.0	Routine - Unscheduled	2282_20170920_103154	Unclean or degraded floors walls or ceilings	Low Risk
Spice Kit	405 Howard St Suite 130	San Francisco	CA	94105	37.789057	-122.395322		62896_20160819	2017-08-19	90.0	Routine - Unscheduled	62896_20160819_103139	Improper food storage	Low Risk
KENMORE RESIDENCE CLUB	1570 SUTTER St	San Francisco	CA	94109	37.787017	-122.426234	+14155775815	2031_20160318	2017-03-18	88.0	Routine - Unscheduled	2031_20160318_103131	Moderate risk vermin infestation	Moderate Risk
Saltroot Cafe	2960 Clement St	San Francisco	CA	94121				90195_20161220	2017-12-20		New Ownership			
William Cross Wine Merchants	2253 Polk St	San Francisco	CA	94109	37.797492	-122.422144		21101_20160325	2017-03-25	94.0	Routine - Unscheduled	21101_20160325_103161	Low risk vermin infestation	Low Risk
Garaje	475 03rd St	San Francisco	CA	94107	37.781572	-122.396081		70459_20171002	2017-10-02	88.0	Routine - Unscheduled	70459_20171002_103131	Moderate risk vermin infestation	Moderate Risk
Beard Papa's	99 Yerba Buena Lane	San Francisco	CA	94103				90974_20170823	2017-08-23	92.0	Routine - Unscheduled	90974_20170823_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Good MongKok Bakery	1039 Stockton St	San Francisco	CA	94108				80081_20170104	2017-01-04	78.0	Routine - Unscheduled	80081_20170104_103154	Unclean or degraded floors walls or ceilings	Low Risk
EL TOREADOR FONDA MEXICANA RESTAURANT	050 WEST PORTAL Ave	San Francisco	CA	94127	37.74033	-122.466412		1702_20171130	2017-11-30	73.0	Routine - Unscheduled	1702_20171130_103105	Improper cooling methods	High Risk
Subs, Inc.	1300 CASTRO St	San Francisco	CA	94114	37.751137	-122.434095		20327_20160601	2017-06-01	90.0	Routine - Unscheduled	20327_20160601_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Max's Opera Cafe	601 Van Ness Ave.	San Francisco	CA	94102			+14155777300	91911_20170612	2017-06-12		New Ownership	91911_20170612_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Piece of Heaven	1380 Sutter St	San Francisco	CA	94109				88862_20180319	2017-03-19	94.0	Routine - Unscheduled	88862_20180319_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Hana Zen Sushi & Yakitori Bar	Pier 39  Space M209	San Francisco	CA	94133	37.80824	-122.410189		63755_20150512	2017-05-12	88.0	Routine - Unscheduled	63755_20150512_103157	Food safety certificate or food handler card not available	Low Risk
VIKINGS GIANT SUBMARINE SANDWICHES	1418 LOMBARD St	San Francisco	CA	94123	37.801334	-122.424905		670_20171023	2017-10-23	86.0	Routine - Unscheduled	670_20171023_103161	Low risk vermin infestation	Low Risk
Modern Thai Inc.	1247 Polk St	San Francisco	CA	94109				72164_20160418	2017-04-18	81.0	Routine - Unscheduled	72164_20160418_103157	Food safety certificate or food handler card not available	Low Risk
Zeitgeist	199 VALENCIA St	San Francisco	CA	94110			+14155436891	68799_20160526	2017-05-26	86.0	Routine - Unscheduled	68799_20160526_103150	Improper or defective plumbing	Low Risk
Subs on Hubs	933 Brannan St	San Francisco	CA		37.77102	-122.40599		67840_20170517	2017-05-17	89.0	Routine - Unscheduled	67840_20170517_103142	Unclean nonfood contact surfaces	Low Risk
Cathay House	718 California St	San Francisco	CA	94108	37.792457	-122.406164		2950_20170301	2017-03-01	76.0	Routine - Unscheduled	2950_20170301_103133	Foods not protected from contamination	Moderate Risk
Chongqing Xiaomian	915 Kearny St	San Francisco	CA	94133			+14155980888	88082_20160630	2017-06-30		Structural Inspection			
CALIF PACIFIC MEDICAL CTR - CART	2333 BUCHANAN St	San Francisco	CA	94115	37.791426	-122.431039	+14155923221	5605_20161005	2017-10-05	100.0	Routine - Unscheduled			
HAN IL KWAN	1802 BALBOA St	San Francisco	CA	94121	37.776599	-122.478292	+14153598244	3165_20150901	2017-09-01	86.0	Routine - Unscheduled	3165_20150901_103153	Inadequate dressing rooms or improper storage of personal items	Low Risk
RICHMOND SENIOR CENTER - 3RD FLOOR	6221 GEARY Blvd	San Francisco	CA	94121	37.779943	-122.486199	+14155756444	5974_20180216	2017-02-16	100.0	Routine - Unscheduled			
Cafe In	855 Bryant St	San Francisco	CA	94103				88087_20171113	2017-11-13	82.0	Routine - Unscheduled	88087_20171113_103103	High risk food holding temperature	High Risk
The Tipsy Pig	2231 CHESTNUT St	San Francisco	CA	94123	37.800286	-122.439982		58861_20160330	2017-03-30	92.0	Routine - Unscheduled	58861_20160330_103133	Foods not protected from contamination	Moderate Risk
H.Q. Bar & Restaurant	1568 HAIGHT St	San Francisco	CA	94117	37.769888	-122.448093		70970_20170227	2017-02-27	86.0	Routine - Unscheduled	70970_20170227_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Hyatt Fisherman's Wharf	555 North Point St	San Francisco	CA	94133				81528_20160502	2017-05-02	83.0	Routine - Unscheduled	81528_20160502_103145	Improper storage of equipment utensils or linens	Low Risk
Hana Zen Sushi & Yakitori Bar	Pier 39  Space M209	San Francisco	CA	94133	37.80824	-122.410189		63755_20161007	2017-10-07	78.0	Routine - Unscheduled	63755_20161007_103132	Improper thawing methods	Moderate Risk
Perilla	510 Mission St	San Francisco	CA	94105				78295_20170314	2017-03-14		Structural Inspection	78295_20170314_103108	Contaminated or adulterated food	High Risk
