business_name	business_address	business_city	business_state	business_postal_code	business_latitude	business_longitude	business_phone_number	inspection_id	inspection_date	inspection_score	inspection_type	violation_id	violation_description	risk_category
Marlowe	500 Brannan St	San Francisco	CA	94107				80063_20180208	2017-02-08	88.0	Routine - Unscheduled	80063_20180208_103120	Moderate risk food holding temperature	Moderate Risk
O'CONNELL HIGH SCHOOL	2355 FOLSOM St	San Francisco	CA	94110	37.75962	-122.414674	+14155695370	5889_20160921	2017-09-21	100.0	Routine - Unscheduled			
Mission Street Pantry	55 04th St 1/F	San Francisco	CA	94103	37.784964	-122.404752		30496_20160719	2017-07-19	90.0	Routine - Unscheduled	30496_20160719_103129	Insufficient hot water or running water	Moderate Risk
MING TAI WUN TUN NOODLE, INC.	2455 NORIEGA St	San Francisco	CA	94122	37.753614	-122.490219		972_20171114	2017-11-14	90.0	Routine - Unscheduled	972_20171114_103133	Foods not protected from contamination	Moderate Risk
PATPONG THAI CUISINE, INC.	2415 CLEMENT St	San Francisco	CA	94121	37.781973	-122.48522		876_20170511	2017-05-11	83.0	Routine - Unscheduled	876_20170511_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
CANTON DIM SUM HOUSE	655 Folsom St	San Francisco	CA	94107	37.784557	-122.397932		4782_20180209	2017-02-09		Reinspection/Followup			
Carbon Grill	852 Clement St	San Francisco	CA	94118				83423_20170328	2017-03-28	75.0	Routine - Unscheduled	83423_20170328_103139	Improper food storage	Low Risk
Smitten Ice Cream	904 Valencia St	San Francisco	CA	94110			+14155818419	87953_20180227	2017-02-27		Reinspection/Followup			
Chef Hunan	4661 MISSION St	San Francisco	CA	94112	37.723782	-122.435446		18310_20170511	2017-05-11	83.0	Routine - Unscheduled	18310_20170511_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Jamba Juice	1300 9th Ave	San Francisco	CA	94122			+14155205946	86124_20170630	2017-06-30	92.0	Routine - Unscheduled	86124_20170630_103150	Improper or defective plumbing	Low Risk
Harbor Villa Restaurant	5238 Diamond Heights Blvd	San Francisco	CA	94131			+14155288883	82134_20150427	2017-04-27		New Ownership	82134_20150427_103133	Foods not protected from contamination	Moderate Risk
Quickly	3251 20th Ave 160	San Francisco	CA	94132			+14155818288	85697_20180212	2017-02-12		Complaint			
PANDA EXPRESS	865 MARKET St C24	San Francisco	CA	94103	37.784317	-122.407563	+14155249775	1664_20160617	2017-06-17	96.0	Routine - Unscheduled	1664_20160617_103139	Improper food storage	Low Risk
Il Canto Cafe	275 Battery St	San Francisco	CA	94111				70034_20171017	2017-10-17	92.0	Routine - Unscheduled	70034_20171017_103145	Improper storage of equipment utensils or linens	Low Risk
Pho Delicious	1365 Stockton St	San Francisco	CA	94133				86765_20171127	2017-11-27	88.0	Routine - Unscheduled	86765_20171127_103154	Unclean or degraded floors walls or ceilings	Low Risk
PHILIPPINE DELICACIES	5609 MISSION St	San Francisco	CA	94112	37.711286	-122.446607		1796_20150721	2017-07-21	82.0	Routine - Unscheduled	1796_20150721_103154	Unclean or degraded floors walls or ceilings	Low Risk
MARTHA & BROS. COFFEE CO	1551 Church St	San Francisco	CA	94131	37.7459892608712	-122.426856	+14155641166	1641_20170707	2017-07-07		Reinspection/Followup	1641_20170707_103120	Moderate risk food holding temperature	Moderate Risk
Sally's Restaurant and Deli	300 De Haro St #332	San Francisco	CA	94103				81759_20150604	2017-06-04	90.0	Routine - Unscheduled	81759_20150604_103120	Moderate risk food holding temperature	Moderate Risk
Szechuan Taste Restaurant Inc	917 Taraval St	San Francisco	CA	94116			+14155688383	82869_20170801	2017-08-01	63.0	Routine - Unscheduled	82869_20170801_103144	Unapproved or unmaintained equipment or utensils	Low Risk
KENNY'S RESTAURANT	518 South Van Ness Ave	San Francisco	CA	94110	37.764851	-122.417529	+14155628901	2453_20170626	2017-06-26	69.0	Routine - Unscheduled	2453_20170626_103144	Unapproved or unmaintained equipment or utensils	Low Risk
TAWAN'S THAI FOOD	4403 GEARY Blvd	San Francisco	CA	94118	37.780834	-122.46659		1203_20170803	2017-08-03	77.0	Routine - Unscheduled	1203_20170803_103120	Moderate risk food holding temperature	Moderate Risk
Bon Appetit @ USF-Market Cafe	2130 FULTON St	San Francisco	CA	94117	37.775117	-122.452065		2907_20180103	2017-01-03		Complaint			
New Asia Restaurant	772 Pacific Ave	San Francisco	CA	94133	37.796808	-122.407964		3151_20161114	2017-11-14	62.0	Routine - Unscheduled	3151_20161114_103105	Improper cooling methods	High Risk
Sunset Senior Center	2601 40th Ave	San Francisco	CA	94116	37.738334	-122.497977		6012_20160706	2017-07-06	100.0	Routine - Unscheduled			
Le Marais Bakery Castro	498 Sanchez St	San Francisco	CA	94114				90514_20170516	2017-05-16		New Construction			
Thai Thai Noodle 2	1400 California St	San Francisco	CA	94109				77778_20170104	2017-01-04	83.0	Routine - Unscheduled	77778_20170104_103148	No thermometers or uncalibrated thermometers	Low Risk
Aquitaine LLC	175 Sutter St	San Francisco	CA	94104				74763_20171027	2017-10-27	88.0	Routine - Unscheduled	74763_20171027_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
El Dorado Market	124 Jones St	San Francisco	CA	94102	37.782488	-122.412267		32729_20160509	2017-05-09	86.0	Routine - Unscheduled	32729_20160509_103129	Insufficient hot water or running water	Moderate Risk
Mikado Sushi Inc.	1684 Bryant St	San Francisco	CA	94103				81800_20170818	2017-08-18		Reinspection/Followup			
Fillmore Street Cafe	1301 Fillmore Street	San Francisco	CA	94115	37.781974	-122.432474		9232_20160405	2017-04-05	94.0	Routine - Unscheduled	9232_20160405_103150	Improper or defective plumbing	Low Risk
Star Bagels	1475 Polk St	San Francisco	CA	94109	37.790324	-122.420664		1144_20151222	2017-12-22	75.0	Routine - Unscheduled	1144_20151222_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Specialty's Cafe & Bakery	369 Pine St	San Francisco	CA	94104	37.791953	-122.401998		39048_20160623	2017-06-23	86.0	Routine - Unscheduled	39048_20160623_103120	Moderate risk food holding temperature	Moderate Risk
Hot Duck	1900 Clement St	San Francisco	CA	94121			+14155632880	85972_20160321	2017-03-21	85.0	Routine - Unscheduled	85972_20160321_103138	Improper storage use or identification of toxic substances	Low Risk
Papa John's Pizza	969 Sutter St	San Francisco	CA	94109				71469_20160714	2017-07-14	96.0	Routine - Unscheduled	71469_20160714_103156	Permit license or inspection report not posted	Low Risk
Pesce E Riso Restaurant	1224 Grant Ave	San Francisco	CA	94133				91413_20170718	2017-07-18		Reinspection/Followup			
Cafe New Honolulu	888 Stockton St	San Francisco	CA	94108				82123_20150430	2017-04-30		Reinspection/Followup			
Trademark/Copyright	1123 Folsom St.	San Francisco	CA	94103				90895_20170830	2017-08-30		Reinspection/Followup			
ACE WASABI'S ROCK N ROLL SUSHI	3339 STEINER St	San Francisco	CA	94123	37.800215	-122.437834	+14155564903	3727_20180320	2017-03-20	88.0	Routine - Unscheduled	3727_20180320_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Mellow's Cafe	1400 Taraval St	San Francisco	CA	94116			+14155289389	83098_20150507	2017-05-07		New Ownership			
Man Sung Company	1116 Grant Ave	San Francisco	CA	94133	37.797129	-122.406807		37151_20160801	2017-08-01	82.0	Routine - Unscheduled	37151_20160801_103120	Moderate risk food holding temperature	Moderate Risk
Paojao Dumpling & Noodles	380 Bush St #6	San Francisco	CA	94104				83642_20170908	2017-09-08	88.0	Routine - Unscheduled	83642_20170908_103133	Foods not protected from contamination	Moderate Risk
Cream	3251 20th Ave Space#k5532	San Francisco	CA	94132			+14150309211	84470_20160119	2017-01-19		New Construction			
Xpresso Tea	6901 Geary Blvd	San Francisco	CA	94121	37.779663	-122.493618	+14155277367	71532_20160330	2017-03-30	96.0	Routine - Unscheduled	71532_20160330_103154	Unclean or degraded floors walls or ceilings	Low Risk
SAFEWAY STORES, INC. #995	1335 Webster St	San Francisco	CA	94115	37.783253	-122.431034	+14155924557	3055_20170901	2017-09-01		New Construction			
PPQ Beef Noodle House	1816 IRVING St	San Francisco	CA	94122	37.763603	-122.477497		38808_20160310	2017-03-10	75.0	Routine - Unscheduled	38808_20160310_103154	Unclean or degraded floors walls or ceilings	Low Risk
TAQUERIA GUADALAJARA	4798 MISSION	San Francisco	CA	94112	37.721191	-122.43755	+14155552785	2766_20161014	2017-10-14	81.0	Routine - Unscheduled	2766_20161014_103157	Food safety certificate or food handler card not available	Low Risk
The Sacred Grounds Cafe	2095 HAYES St	San Francisco	CA	94117	37.773291	-122.450838		61592_20150402	2017-04-02	90.0	Routine - Unscheduled	61592_20150402_103144	Unapproved or unmaintained equipment or utensils	Low Risk
MARKET LEI HWA	2970 A 16th St	San Francisco	CA	94103	37.774722	-122.406761	+14155861618	6564_20160805	2017-08-05		Reinspection/Followup			
Piccino	1001 Minnesota St	San Francisco	CA	94107	37.757815	-122.390141		65241_20170202	2017-02-02	88.0	Routine - Unscheduled	65241_20170202_103133	Foods not protected from contamination	Moderate Risk
GENKI	330 CLEMENT St	San Francisco	CA	94118	37.783048	-122.462822		7450_20161202	2017-12-02	88.0	Routine - Unscheduled	7450_20161202_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Castagnoa's Restaurant	286 Jefferson St	San Francisco	CA	94133	37.808098	-122.417194		2933_20180208	2017-02-08	79.0	Routine - Unscheduled	2933_20180208_103120	Moderate risk food holding temperature	Moderate Risk
MV Scorpio	Pier 41	San Francisco	CA	94133				68262_20160713	2017-07-13	96.0	Routine - Unscheduled	68262_20160713_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
STARBUCKS COFFEE #9219	333 MARKET St	San Francisco	CA	94105	37.792037	-122.397852		1085_20161209	2017-12-09	92.0	Routine - Unscheduled	1085_20161209_103153	Inadequate dressing rooms or improper storage of personal items	Low Risk
Sutter Pub and Restaurant	700 Sutter St	San Francisco	CA	94102	37.78881	-122.41188		64236_20161025	2017-10-25	90.0	Routine - Unscheduled	64236_20161025_103139	Improper food storage	Low Risk
Umami Burger	242 King St	San Francisco	CA	94107				75468_20151214	2017-12-14	77.0	Routine - Unscheduled	75468_20151214_103129	Insufficient hot water or running water	Moderate Risk
Pho Luen Fat Bakery & Restaurant	110 Leland Ave	San Francisco	CA	94134				78102_20170323	2017-03-23	84.0	Routine - Unscheduled	78102_20170323_103105	Improper cooling methods	High Risk
Escape from New York Pizza	3242 22nd St	San Francisco	CA	94110	37.755419	-122.419542		59372_20150520	2017-05-20	100.0	Routine - Unscheduled			
GEARY STREET BELLA PIZZA	4124 Geary Blvd	San Francisco	CA	94118	37.781148	-122.463672		1903_20160308	2017-03-08	86.0	Routine - Unscheduled	1903_20160308_103144	Unapproved or unmaintained equipment or utensils	Low Risk
NKG Cafe	28 Leland Ave	San Francisco	CA	94134				84394_20160830	2017-08-30	82.0	Routine - Unscheduled	84394_20160830_103120	Moderate risk food holding temperature	Moderate Risk
Thai Spice Restaurant	1730 Polk St	San Francisco	CA	94109	37.792677	-122.421036		2066_20150527	2017-05-27		Complaint			
Publico	550 A Gene Friend Way	San Francisco	CA		37.777122	-122.419639		65384_20161220	2017-12-20	96.0	Routine - Unscheduled	65384_20161220_103145	Improper storage of equipment utensils or linens	Low Risk
STARBELLY	3583 16th St	San Francisco	CA	94114	37.764233	-122.43254		60400_20171024	2017-10-24		Complaint			
STONESTOWN FAMILY YMCA (SR. ANNEX)	3150 20th Ave	San Francisco	CA	94132	37.730576	-122.47588	+14155247715	5997_20161027	2017-10-27	98.0	Routine - Unscheduled	5997_20161027_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Hong's Kitchen	3917 Norieta Sg	San Francisco	CA	94122	37.752923	-122.505759		60115_20150904	2017-09-04		Reinspection/Followup			
Alma Cocina	2801 Folsom St.	San Francisco	CA	94110				91874_20170724	2017-07-24		New Ownership			
REVERE ELEMENTARY SCHOOL	555 TOMPKINS Ave	San Francisco	CA	94110			+14155695656	5872_20171004	2017-10-04	98.0	Routine - Unscheduled	5872_20171004_103150	Improper or defective plumbing	Low Risk
Underground Grill Kings	2543 Noriega St	San Francisco	CA	94122			+14150608659	82483_20151216	2017-12-16		New Construction			
STARBUCKS COFFEE #545	3995 24th St	San Francisco	CA	94114	37.751413	-122.431629	+14155821118	4480_20171114	2017-11-14	98.0	Routine - Unscheduled	4480_20171114_103142	Unclean nonfood contact surfaces	Low Risk
Benjarong Thai Cuisine	1968 Lombard St	San Francisco	CA	94123	37.800148	-122.433894		38875_20180110	2017-01-10	81.0	Routine - Unscheduled	38875_20180110_103142	Unclean nonfood contact surfaces	Low Risk
Blackwood Thai Cuisine	2150 CHESTNUT St	San Francisco	CA	94123	37.800508	-122.438824		68331_20171103	2017-11-03	88.0	Routine - Unscheduled	68331_20171103_103120	Moderate risk food holding temperature	Moderate Risk
SF Food Market	4614 03rd St	San Francisco	CA	94124				84393_20160205	2017-02-05	71.0	Routine - Unscheduled	84393_20160205_103129	Insufficient hot water or running water	Moderate Risk
New Princess Market	500 Eddy St	San Francisco	CA	94109	37.783559	-122.41595		32919_20170228	2017-02-28	75.0	Routine - Unscheduled	32919_20170228_103120	Moderate risk food holding temperature	Moderate Risk
DAVE'S	29 03rd St	San Francisco	CA	94103	37.78713	-122.402994		1823_20150619	2017-06-19	90.0	Routine - Unscheduled	1823_20150619_103142	Unclean nonfood contact surfaces	Low Risk
Chantal Guillon	437 A Hayes St	San Francisco	CA	94102	37.779847	-122.418985		39937_20160926	2017-09-26	86.0	Routine - Unscheduled	39937_20160926_103129	Insufficient hot water or running water	Moderate Risk
PEET'S COFFEE & TEA	2257 MARKET St	San Francisco	CA	94114	37.764947	-122.432012	+14155626416	5000_20160624	2017-06-24		Complaint	5000_20160624_103154	Unclean or degraded floors walls or ceilings	Low Risk
Boba Guys	1522 Fillmore St.	San Francisco	CA	94115				89964_20170112	2017-01-12		New Ownership			
New Lun Ting Cafe, Inc	670 Jackson St	San Francisco	CA	94133	37.796098	-122.406275		1685_20171127	2017-11-27	90.0	Routine - Unscheduled	1685_20171127_103131	Moderate risk vermin infestation	Moderate Risk
Pier 2620 Hotel Fisherman's Wharf	2620 Jones St	San Francisco	CA	94133	37.805418	-122.416864		3161_20150518	2017-05-18	91.0	Routine - Unscheduled	3161_20150518_103105	Improper cooling methods	High Risk
SINI	322 Kearny St	San Francisco	CA	94108				92283_20170901	2017-09-01		New Construction			
COVA Hotel	655 Ellis St	San Francisco	CA	94108	37.784323	-122.416907		34992_20171107	2017-11-07	94.0	Routine - Unscheduled	34992_20171107_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Mara's	503 Columbus Ave	San Francisco	CA	94133	37.799501	-122.409084		475_20151014	2017-10-14		Reinspection/Followup			
Sarku Japan	865 Market St Space#C08	San Francisco	CA	94103	37.784317	-122.407563		69351_20150806	2017-08-06	82.0	Routine - Unscheduled	69351_20150806_103154	Unclean or degraded floors walls or ceilings	Low Risk
KEZAR BAR & RESTAURANT	900 COLE St	San Francisco	CA	94117	37.765538	-122.449887	+14155687678	2619_20150903	2017-09-03		Foodborne Illness Investigation	2619_20150903_103154	Unclean or degraded floors walls or ceilings	Low Risk
Il Canto Cafe	275 Battery St	San Francisco	CA	94111				70034_20160614	2017-06-14	90.0	Routine - Unscheduled	70034_20160614_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Kama O Deli LLC	590 03rd St	San Francisco	CA	94107				82038_20150512	2017-05-12	90.0	Routine - Unscheduled	82038_20150512_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Little Green Cyclo 2	Off The Grid	San Francisco	CA					69707_20160209	2017-02-09	90.0	Routine - Unscheduled	69707_20160209_103120	Moderate risk food holding temperature	Moderate Risk
Mymy	1500 California St	San Francisco	CA	94109	37.790798	-122.419214	+14155807466	63413_20151023	2017-10-23		Reinspection/Followup			
Duc Loi Supermarket	2200 MISSION St	San Francisco	CA	94110	37.761637	-122.419385		39776_20170821	2017-08-21	70.0	Routine - Unscheduled	39776_20170821_103131	Moderate risk vermin infestation	Moderate Risk
PROGRESSIVE GROUNDS	400 CORTLAND Ave	San Francisco	CA	94110	37.739143	-122.417653		217_20150818	2017-08-18	94.0	Routine - Unscheduled	217_20150818_103145	Improper storage of equipment utensils or linens	Low Risk
Eastern Bakery Inc	720 Grant Ave	San Francisco	CA	94108	37.793598	-122.406097		9679_20150422	2017-04-22	82.0	Routine - Unscheduled	9679_20150422_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Parkside Tavern	1940 TARAVAL St	San Francisco	CA	94116	37.742579	-122.487112		60737_20180130	2017-01-30	86.0	Routine - Unscheduled	60737_20180130_103120	Moderate risk food holding temperature	Moderate Risk
Mission Picnic	3275 22nd St	San Francisco	CA	94110			+14155733080	87923_20160608	2017-06-08		New Ownership	87923_20160608_103145	Improper storage of equipment utensils or linens	Low Risk
AK SUBS	397 08th St	San Francisco	CA	94103	37.773884	-122.408631	+14155249600	4531_20151105	2017-11-05	83.0	Routine - Unscheduled	4531_20151105_103154	Unclean or degraded floors walls or ceilings	Low Risk
El Ahorro	3456 Mission St	San Francisco	CA	94110				79525_20150514	2017-05-14		New Construction			
E-Z STOP MARKET	2203 GENEVA Ave	San Francisco	CA	94134	37.708356	-122.419989		4592_20170913	2017-09-13	94.0	Routine - Unscheduled	4592_20170913_103154	Unclean or degraded floors walls or ceilings	Low Risk
Good Orchard Bakery	4675 Mission St	San Francisco	CA	94112	37.723532	-122.435636		67554_20151014	2017-10-14	78.0	Routine - Unscheduled	67554_20151014_103154	Unclean or degraded floors walls or ceilings	Low Risk
Torrez Taqueria Inc.	1338 Ocean Ave	San Francisco	CA	94112			+14155588600	73955_20161129	2017-11-29	89.0	Routine - Unscheduled	73955_20161129_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Hawaii West	729 Vallejo St	San Francisco	CA	94133	37.798494	-122.409337		438_20150421	2017-04-21	89.0	Routine - Unscheduled	438_20150421_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
BOBOQUIVARI'S	1450 LOMBARD St	San Francisco	CA	94123	37.801218	-122.425535	+14155448880	2725_20160511	2017-05-11	90.0	Routine - Unscheduled	2725_20160511_103154	Unclean or degraded floors walls or ceilings	Low Risk
DOSA	995 Valencia St	San Francisco	CA	94110			+14155643672	77425_20160706	2017-07-06	84.0	Routine - Unscheduled	77425_20160706_103157	Food safety certificate or food handler card not available	Low Risk
Mrs. T's Cafe	809 Montgomery St	San Francisco	CA	94133	37.796474	-122.40356		3536_20161216	2017-12-16	86.0	Routine - Unscheduled	3536_20161216_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
City Counter	115 Sansome St Suite 105	San Francisco	CA	94104				90450_20170407	2017-04-07		New Construction			
LITTLE HENRY'S RESTAURANT	955 LARKIN St	San Francisco	CA	94109	37.786751	-122.418287		2115_20170713	2017-07-13	71.0	Routine - Unscheduled	2115_20170713_103154	Unclean or degraded floors walls or ceilings	Low Risk
TIO CHILOS GRILL	2872 24th St	San Francisco	CA	94110	37.752807	-122.409752		1797_20170105	2017-01-05	86.0	Routine - Unscheduled	1797_20170105_103147	Inadequate ventilation or lighting	Low Risk
7 Eleven #2366-36039A	644 Mission St	San Francisco	CA	94105			+14155610309	71534_20170216	2017-02-16	90.0	Routine - Unscheduled	71534_20170216_103138	Improper storage use or identification of toxic substances	Low Risk
Mixt Greens	3130 Fillmore St	San Francisco	CA	94123				92444_20170908	2017-09-08		New Construction			
Empero Taste	4052 BALBOA St	San Francisco	CA	94121	37.77554	-122.502142		68403_20160128	2017-01-28	74.0	Routine - Unscheduled	68403_20160128_103103	High risk food holding temperature	High Risk
Starbucks	865 Market St C26	San Francisco	CA	94103	37.784317	-122.407563	+14155604908	19416_20161222	2017-12-22	94.0	Routine - Unscheduled	19416_20161222_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Mayes	1233 Polk St	San Francisco	CA	94109	37.788313	-122.420254		60933_20161019	2017-10-19	83.0	Routine - Unscheduled	60933_20161019_103150	Improper or defective plumbing	Low Risk
Cafe New Honolulu	888 Stockton St	San Francisco	CA	94108				82123_20171207	2017-12-07	87.0	Routine - Unscheduled	82123_20171207_103103	High risk food holding temperature	High Risk
R & G Executive Lounge, Inc	631 Kearny St	San Francisco	CA	94108	37.794154	-122.404765		3016_20160607	2017-06-07	66.0	Routine - Unscheduled	3016_20160607_103133	Foods not protected from contamination	Moderate Risk
WELCOME SUPER MARKET	1141 FOLSOM St	San Francisco	CA	94103	37.776057	-122.408682	+14155437007	4620_20171004	2017-10-04	90.0	Routine - Unscheduled	4620_20171004_103142	Unclean nonfood contact surfaces	Low Risk
Belga	2000 Union St	San Francisco	CA	94123				82909_20171019	2017-10-19		Reinspection/Followup			
Chabaa Thai Cuisine	420 Geary St	San Francisco	CA	94102	37.787178	-122.410237	+14155343121	69387_20170829	2017-08-29	92.0	Routine - Unscheduled	69387_20170829_103142	Unclean nonfood contact surfaces	Low Risk
North Beach Gyros	701 Union St	San Francisco	CA	94133				78621_20180116	2017-01-16		Reinspection/Followup			
Young's Restaurant	601 Kearny St	San Francisco	CA	94108	37.793702	-122.404653		1594_20150623	2017-06-23	86.0	Routine - Unscheduled	1594_20150623_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Bon Appetit Management Co	1455 Market St 5th Floor	San Francisco	CA	94103				84339_20160413	2017-04-13	96.0	Routine - Unscheduled	84339_20160413_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Lime Tree	836 Clement St	San Francisco	CA	94118				91250_20170711	2017-07-11		New Ownership			
El Dorado Market	124 Jones St	San Francisco	CA	94102	37.782488	-122.412267		32729_20160509	2017-05-09	86.0	Routine - Unscheduled	32729_20160509_103154	Unclean or degraded floors walls or ceilings	Low Risk
Taqueria Lolita	750 Phelps St	San Francisco	CA	94124			+14155313766	90622_20170519	2017-05-19		Structural Inspection			
Inticing Creations	438 Clementina St	San Francisco	CA	94103	37.780068	-122.40485		69437_20160817	2017-08-17	100.0	Routine - Unscheduled			
Mogador Moroccan Cafe and Cuisine	105 Valencia St.	San Francisco	CA	94103				92665_20171030	2017-10-30		New Ownership			
CAFE COLE	609 Cole St	San Francisco	CA	94117	37.769303	-122.450724	+14155667771	155_20150610	2017-06-10	87.0	Routine - Unscheduled	155_20150610_103157	Food safety certificate or food handler card not available	Low Risk
House oe Banquft	939 Clement St	San Francisco	CA	94118	37.782663	-122.469359	+14155780203	65050_20170629	2017-06-29		Complaint	65050_20170629_103132	Improper thawing methods	Moderate Risk
Subway Sandwich #41309	187 06th St	San Francisco	CA	94103	37.774722	-122.406761		66363_20171204	2017-12-04	92.0	Routine - Unscheduled	66363_20171204_103120	Moderate risk food holding temperature	Moderate Risk
Thrive Cleanse	3330 Steiner St	San Francisco	CA	94123	37.799955	-122.437677		70138_20160311	2017-03-11	92.0	Routine - Unscheduled	70138_20160311_103120	Moderate risk food holding temperature	Moderate Risk
Red Jade Restaurant	245 Church St.	San Francisco	CA	94114	37.766814	-122.428846		2721_20150422	2017-04-22	77.0	Routine - Unscheduled	2721_20150422_103138	Improper storage use or identification of toxic substances	Low Risk
Everett Middle School	450 Church St	San Francisco	CA		37.763794	-122.428617		13062_20160914	2017-09-14	87.0	Routine - Unscheduled	13062_20160914_103144	Unapproved or unmaintained equipment or utensils	Low Risk
SF BAGEL CO. (KATZ BAGELS)	3147 16th St	San Francisco	CA	94103	37.764814	-122.423089	+14155559050	2638_20160105	2017-01-05		Reinspection/Followup			
Chinatown YMCA (Kitchen)	855 Sacramento St	San Francisco	CA	94108	37.793234	-122.406932	+14155579622	64636_20171031	2017-10-31	88.0	Routine - Unscheduled	64636_20171031_103151	Inadequate or unsanitary refuse containers or area or no garbage service	Low Risk
Sodini's Restaurant	510 Green St	San Francisco	CA	94133	37.799697	-122.407614	+14155290499	63121_20160720	2017-07-20		New Construction			
Cafe Venue Fremont	215 Fremont St	San Francisco	CA	94105	37.788864	-122.394613		38201_20151208	2017-12-08	79.0	Routine - Unscheduled	38201_20151208_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Wok Station Inc	2154 Irving St	San Francisco	CA	94122			+14155639998	87951_20171023	2017-10-23	81.0	Routine - Unscheduled	87951_20171023_103103	High risk food holding temperature	High Risk
AXUM	698 Haight St	San Francisco	CA	94117	37.771738	-122.433583	+14155257912	1636_20180221	2017-02-21		New Construction			
Castro Tarts Cafe and Bakery Inc.	564 Castro St	San Francisco	CA	94114			+14155863268	73949_20151209	2017-12-09	80.0	Routine - Unscheduled	73949_20151209_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Super Duper	721 MARKET St	San Francisco	CA	94103	37.787097	-122.404122		65860_20160804	2017-08-04	84.0	Routine - Unscheduled	65860_20160804_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Angkor Borei Restaurant	3471 MISSION St	San Francisco	CA	94110	37.741333	-122.422603		63576_20160107	2017-01-07	92.0	Routine - Unscheduled	63576_20160107_103154	Unclean or degraded floors walls or ceilings	Low Risk
VALENCIA PIZZA & PASTA	801 VALENCIA St	San Francisco	CA	94110	37.759944	-122.421356	+14155641882	1008_20160121	2017-01-21		Non-inspection site visit			
Sizzling Pot King	139 8th St	San Francisco	CA	94103				94408_20180202	2017-02-02		New Ownership			
Sunflower Cafe	284 O'Farrell St	San Francisco	CA	94102	37.786316	-122.409371		1232_20170407	2017-04-07	80.0	Routine - Unscheduled	1232_20170407_103133	Foods not protected from contamination	Moderate Risk
Locali Mediterranean	98 Battery St #B	San Francisco	CA	94111	37.792027	-122.399686		64790_20160719	2017-07-19	86.0	Routine - Unscheduled	64790_20160719_103154	Unclean or degraded floors walls or ceilings	Low Risk
Sushi Suki Restaurant	360 C West Portal Ave	San Francisco	CA	94127	37.738857	-122.457584		17723_20160623	2017-06-23	88.0	Routine - Unscheduled	17723_20160623_103152	Unclean unmaintained or improperly constructed toilet facilities	Low Risk
Cafe Fiore	3599 24th St	San Francisco	CA	94110	37.751951	-122.422827		65111_20150803	2017-08-03	86.0	Routine - Unscheduled	65111_20150803_103102	Unclean hands or improper use of gloves	High Risk
STARBUCKS COFFEE	4094 18th St	San Francisco	CA	94114	37.760938	-122.434692		1103_20170928	2017-09-28		Complaint	1103_20170928_103161	Low risk vermin infestation	Low Risk
Kio Ramen	3528 Balboa St	San Francisco	CA	94121			+14155535056	83476_20161021	2017-10-21	72.0	Routine - Unscheduled	83476_20161021_103103	High risk food holding temperature	High Risk
Hill Top General Store	1398 Leavenworth St	San Francisco	CA	94109				86768_20170201	2017-02-01	96.0	Routine - Unscheduled	86768_20170201_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Pabu	101 California St	San Francisco	CA	94111				78426_20161207	2017-12-07		Complaint	78426_20161207_103121	Inadequate procedures or records for time as a public health control	Moderate Risk
Whole Foods Market	1150 Ocean Ave	San Francisco	CA	94112	37.723652	-122.45461	+14155337400	69769_20170613	2017-06-13	88.0	Routine - Unscheduled	69769_20170613_103120	Moderate risk food holding temperature	Moderate Risk
DEJA VU PIZZA & PASTA	3227 16th St	San Francisco	CA	94103	37.764713	-122.424709	+14155251600	146_20161017	2017-10-17	84.0	Routine - Unscheduled	146_20161017_103154	Unclean or degraded floors walls or ceilings	Low Risk
The Plant Cafe Organic	250 Montgomery St	San Francisco	CA	94104				84500_20161110	2017-11-10	87.0	Routine - Unscheduled	84500_20161110_103103	High risk food holding temperature	High Risk
Davids Tea	845 Market St #13	San Francisco	CA					70779_20160627	2017-06-27	96.0	Routine - Unscheduled	70779_20160627_103161	Low risk vermin infestation	Low Risk
Souvla	531 Divisadero St	San Francisco	CA	94117			+14155405458	87401_20161208	2017-12-08		Complaint			
